512.0, 510.541508370799, 512, 512, 512, 512
513.1724306076673, 509.08301674159804, 512, 512, 512, 512
514.3448612153345, 507.62452511239707, 512, 512, 512, 512
515.5172918230018, 506.1660334831961, 512, 512, 512, 512
516.689722430669, 504.7075418539951, 512, 512, 512, 512
517.8621530383363, 503.24905022479413, 512, 512, 512, 512
519.0345836460035, 501.79055859559315, 512, 512, 512, 512
520.2070142536708, 498.94143722474644, 512, 512, 512, 512
522.5076220950758, 496.0923158538997, 512, 512, 512, 512
524.8082299364809, 493.243194483053, 512, 512, 512, 512
527.1088377778859, 490.3940731122063, 512, 512, 512, 512
529.409445619291, 487.54495174135957, 512, 512, 512, 512
531.710053460696, 484.69583037051285, 512.0, 512, 512.0, 512
534.0106613021011, 481.84670899966613, 512.7292458146005, 512, 512.2916983258402, 512
536.3112691435061, 477.66878448342214, 514.1538065000238, 512, 512.8615226000096, 512
538.6118769849112, 473.49085996717815, 516.2427687581459, 512, 513.6971075032584, 512
541.9996282188407, 469.31293545093416, 518.967851455997, 512, 514.7871405823988, 512
545.3873794527702, 465.1350109346902, 522.3030831286326, 512, 516.1212332514531, 512
548.7751306866998, 460.9570864184462, 527.0088195003956, 512, 518.4741014373345, 512
552.1628819206293, 456.7791619022022, 532.3914622124013, 512, 521.1654227933374, 512
555.5506331545588, 452.6012373859582, 538.4263909599216, 512, 524.1828871670975, 512
558.9383843884883, 447.1510719902559, 545.0907137306875, 512, 527.5150485524805, 512
562.3261356224178, 441.7009065945536, 552.3630909752716, 512, 531.1512371747725, 512
565.7138868563474, 436.2507411988513, 561.5336648269932, 512, 535.0814831112247, 512
570.1506281290195, 430.800575803149, 571.3685866689846, 512, 539.2964496149352, 512
574.5873694016917, 425.3504104074467, 581.8474117472587, 512, 543.7873746484812, 512
579.0241106743639, 419.9002450117444, 592.9509161706691, 512, 548.5460194013714, 512
583.4608519470361, 414.4500796160421, 604.6609907177992, 512, 553.5646227787129, 512
587.8975932197083, 412, 618.7176260271398, 512, 560.5929404333832, 512
592.3343344923804, 412, 633.4294946226531, 512, 567.9488747311399, 512
596.7710757650526, 412, 648.7791215171502, 512, 575.6236881783884, 512
601.2078170377248, 412, 664.7499396722795, 512, 583.6090972559531, 512
606.6579824334272, 412, 681.3262210250579, 512, 591.8972379323423, 512
612.1081478291295, 412, 682, 512, 600.4806345840226, 512
617.5583132248319, 412, 682, 512, 609.3521719120922, 512
622, 412, 682, 512, 618.5050695027305, 512
622, 412, 682, 512, 627.9328587274584, 512
622, 412, 682, 512, 637.6293617202372, 512
622, 412, 682, 512, 642, 512
622, 412, 682, 512, 642, 512
622, 412, 682, 512, 642, 512
622, 412, 682, 512, 642, 512
622, 412, 682, 512, 642, 512
622, 412, 682, 512, 642, 512
622, 412, 682, 512, 642, 512
622, 412, 682, 512, 642, 512
622, 412, 682, 512, 642, 512
622, 412, 682, 512, 642, 512
622, 412, 682, 512, 642, 512
622, 412, 682, 512, 642, 512
622, 412, 682, 512, 642, 512
622, 412, 682, 512, 642, 512
622, 412, 682, 512, 642, 512
622, 412, 682, 512, 642, 512
622, 412, 682, 512, 642, 512
622, 412, 682, 512, 642, 512
622, 412, 682, 512, 642, 512
622, 412, 682, 512, 642, 512
622, 412, 682, 512, 642, 512
622, 412, 682, 512, 642, 512
622, 412, 682, 512, 642, 512
622, 412, 682, 512, 642, 512
622, 412, 682, 512, 642, 512
622, 412, 682, 512, 642, 512
622, 412, 682, 512, 642, 512
622, 412, 682, 512, 642, 512
622, 412, 682, 512, 642, 512
622, 412, 682, 512, 642, 512
622, 412, 682, 512, 642, 512
622, 412, 682, 512, 642, 512
622, 412, 682, 512, 642, 512
622, 412, 682, 512, 642, 512
622, 412, 682, 512, 642, 512
622, 412, 682, 512, 642, 512
622, 412, 682, 512, 642, 512
622, 412, 682, 512, 642, 512
622, 412, 682, 512, 642, 512
622, 412, 682, 512, 642, 512
622, 412, 682, 512, 642, 512
622, 412, 682, 512, 642, 512
622, 412, 682, 512, 642, 512
622, 412, 682, 512, 642, 512
622, 412, 682, 512, 642, 512
622, 412, 682, 512, 642, 512
622, 412, 682, 512, 642, 512
